Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,Road No.,km,District Municipality,Analysis Date,Inspection Date,Asset Value (Depreciated),Asset Value (ACI),Replacement Cost,Maintenance Cost,Depreciation Cost,Unit Cost,Length of Bridge Deck  (m),Width of Bridge Deck  (m),Maximum Height Pier/Abutment (m),Maximum Span Length(m),Overall Length Culvert (m),Overall Width Culvert (m),Max Fill Height Culvert,Max Height of Retaining Wall (m),Area_Wall_RW,Total_Length_GA,Horizontal_Length_GA,Overall_Height_TU,Overall_Length_TU,Overall_Width_TU,FctHt,Fct_TypeBridge,DeprValue,Age
M6449,Major Culvert,Major Culvert,Culvert Major,12/12/2015,,,GS: Gert Sibande District Municipality,6/30/2022,12/12/2015,424687,739612,739612.5,10760,304166,24450,,,,,5.5,5.5,0.3,,,,,,,,,,0.589,47
M6447,Major culvert,Major Culvert,Culvert Major,12/12/2015,,,GS: Gert Sibande District Municipality,6/30/2022,12/12/2015,834771,1454707,1540350,72110,633469,24450,,,,,7,9,0,,,,,,,,,,0.589,47
M6448,Major Culvert,Major Culvert,Culvert Major,12/12/2015,,,GS: Gert Sibande District Municipality,6/30/2022,12/12/2015,975373,1745668,1870425,125840,769212,24450,,,,,8.5,9,0,,,,,,,,,,0.589,47
M6468,Major culvert,Major Culvert,Culvert Major,12/12/2015,,,GS: Gert Sibande District Municipality,6/30/2022,12/12/2015,1702238,2909550,2909550,10760,1196552,24450,,,,,17,7,0,,,,,,,,,,0.589,47
M6469,Major Culvert,Major Culvert,Culvert Major,12/12/2015,,,GS: Gert Sibande District Municipality,6/30/2022,12/12/2015,423887,731403,739612.5,11560,304166,24450,,,,,5.5,5.5,0.15,,,,,,,,,,0.589,47
M6470,Major culvert,Major Culvert,Culvert Major,12/12/2015,,,GS: Gert Sibande District Municipality,6/30/2022,12/12/2015,529050,916875,916875,10760,377065,24450,,,,,5,7.5,0.15,,,,,,,,,,0.589,47
82,Klippoortjiespruit,Bridge,Bridge Cellular,11/17/2016,,,NK: Nkangala District Municipality,6/30/2022,11/17/2016,2230466,4131993,4648434,506300,1911668,24450,,,,,19.6,9.7,0,,,,,,,,,,0.589,47
M6734,Major Culvert of D83 (R54),Major Culvert,Culvert Major,12/29/2013,,,GS: Gert Sibande District Municipality,6/30/2022,12/12/2015,178043,352080,352080,10760,163277,24450,,,,,4,3.6,0.15,,,,,,,,,,0.536,53
1802,Riet River Bridge,Bridge,Bridge,3/14/2016,,,GS: Gert Sibande District Municipality,6/30/2022,2/8/2018,3683814,6794502,8512280,197785,4630681,30100,20.2,14,4.89,,,,,,,,,,,,,1,0.456,61
593,Duprespruit Culvert,Major Culvert,Culvert Major,11/23/2016,,,EH: Ehlanzeni District Municipality,6/30/2022,11/23/2016,12514152,15640994,19896950,70670,7312130,29350,,,,,44.6,15.2,4,,,,,,,,,,0.633,42
M6217,P171/1 THABA CHWEU LOCAL MUNICIPALITY,Major Culvert,Culvert Major,10/15/2017,,,EH: Ehlanzeni District Municipality,6/30/2022,10/15/2017,2144732,3409421,3663680,12260,1506688,34240,,,,,10,10.7,6,,,,,,,,,,0.589,47
M6220,D796 THABA CHWEU LOCAL MUNICIPALITY,Major Culvert,Culvert Major,10/15/2017,,,EH: Ehlanzeni District Municipality,6/30/2022,10/15/2017,1411189,2252564,2420550,13910,995451,24450,,,,,18,5.5,0,,,,,,,,,,0.589,47
M6232,M6232,Major Culvert,Culvert Major,9/18/2017,,,GS: Gert Sibande District Municipality,6/30/2022,8/18/2017,2375165,4034250,4034250,0,1659085,24450,,,,,15,11,1,,,,,,,,,,0.589,47
M6337,RIET RIVER,Major Culvert,Culvert Major,6/27/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/16/2016,3347380,5560047,6259200,173420,2738400,24450,,,,,16,16,0,,,,,,,,,,0.563,50
M6399,MAJOR CULVERT,Major Culvert,Culvert Major,6/27/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/16/2016,614063,1114905,1198050,59840,524147,24450,,,,,7,7,0.1,,,,,,,,,,0.563,50
M6335,Watervalrivier ,Major Culvert,Culvert Major,1/27/2017,,,GS: Gert Sibande District Municipality,6/30/2022,1/27/2017,920590,1605603,1933995,218050,795355,24450,,,,,11.3,7,0,,,,,,,,,,0.589,47
M6406,CULVERT,Major Culvert,Culvert Major,6/27/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/16/2016,945780,1597364,1643040,21560,675700,24450,,,,,6,11.2,1.5,,,,,,,,,,0.589,47
M6344,CULVERT,Major Culvert,Culvert Major,6/28/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/10/2016,1932557,3300750,3300750,10760,1357433,24450,,,,,15,9,0.5,,,,,,,,,,0.589,47
M6415,CULVERT,Major Culvert,Culvert Major,6/28/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/10/2016,649390,1173600,1173600,10760,513450,24450,,,,,6,8,0.5,,,,,,,,,,0.563,50
M6345,CULVERT,Major Culvert,Culvert Major,6/28/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/10/2016,923086,1591270,1613700,26980,663634,24450,,,,,6,11,0.15,,,,,,,,,,0.589,47
M6414,CULVERT,Major Culvert,Culvert Major,6/28/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/10/2016,1705833,2901433,2934000,21560,1206607,24450,,,,,10,12,0.5,,,,,,,,,,0.589,47
M6412,CULVERT,Major Culvert,Culvert Major,6/28/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/10/2016,1716633,2934000,2934000,10760,1206607,24450,,,,,15,8,0.5,,,,,,,,,,0.589,47
M6341,CULVERT,Major Culvert,Culvert Major,6/28/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/10/2016,493063,855750,855750,10760,351927,24450,,,,,5,7,0.15,,,,,,,,,,0.589,47
M6342,CULVERT,Major Culvert,Culvert Major,6/28/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/10/2016,2148481,3667500,3667500,10760,1508259,24450,,,,,10,15,1.5,,,,,,,,,,0.589,47
M6407,CULVERT,Major Culvert,Culvert Major,6/28/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/10/2016,1651784,2781256,3080700,81110,1347806,24450,,,,,18,7,0,,,,,,,,,,0.563,50
M6413,CULVERT,Major Culvert,Culvert Major,6/28/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/10/2016,2172310,3503988,3765300,44510,1548480,24450,,,,,14,11,0,,,,,,,,,,0.589,47
M6333,BOESMAM,Major Culvert,Culvert Major,6/28/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/16/2016,1030701,2011037,2200500,207080,962719,24450,,,,,15,6,0,,,,,,,,,,0.563,50
M6393,UNDERPASS,Major Culvert,Culvert Major,6/28/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/16/2016,589162,1008599,1100250,58610,452478,24450,,,,,3,15,0.15,,,,,,,,,,0.589,47
M6416,CULVERT,Major Culvert,Culvert Major,6/29/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/9/2016,1829445,3118291,3301875,27860,1444570,29350,,,,,12.5,9,3,,,,,,,,,,0.563,50
M6350,WOLWE RIVER,Major Culvert,Culvert Major,6/29/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/9/2016,874146,1434418,1613700,33560,705994,24450,,,,,11,6,0,,,,,,,,,,0.563,50
M6349,CULVERT,Major Culvert,Culvert Major,6/29/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/9/2016,715457,1315938,1369200,90660,563083,24450,,,,,8,7,0.5,,,,,,,,,,0.589,47
M6351,CULVERT,Major Culvert,Culvert Major,6/29/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/9/2016,849696,1450716,1467000,14000,603304,24450,,,,,10,6,0.5,,,,,,,,,,0.589,47
M6352,CULVERT,Major Culvert,Culvert Major,6/29/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/9/2016,1763042,2892469,3080700,50720,1266938,24450,,,,,18,7,0.5,,,,,,,,,,0.589,47
M6353,CULVERT,Major Culvert,Culvert Major,6/29/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/9/2016,2131578,3761183,3814200,13910,1668712,24450,,,,,12,13,1,,,,,,,,,,0.563,50
M6417,CULVERT,Major Culvert,Culvert Major,6/29/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/9/2016,393060,968220,1173600,267090,513450,24450,,,,,8,6,0,,,,,,,,,,0.563,50
M6348,CULVERT,Major Culvert,Culvert Major,6/29/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/9/2016,566871,1026900,1026900,10760,449269,24450,,,,,6,7,0.5,,,,,,,,,,0.563,50
M6347,CULVERT,Major Culvert,Culvert Major,6/29/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/9/2016,766567,1320300,1320300,10760,542973,24450,,,,,6,9,0.5,,,,,,,,,,0.589,47
M6364,CULVERT,Major Culvert,Culvert Major,6/29/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/8/2016,848526,1450716,1467000,15170,603304,24450,,,,,6,10,0.15,,,,,,,,,,0.589,47
M6328,CULVERT,Major Culvert,Culvert Major,6/30/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/3/2016,855687,1540350,1540350,10760,673903,24450,,,,,7,9,0.3,,,,,,,,,,0.563,50
M6329,CULVERT,Major Culvert,Culvert Major,6/30/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/3/2016,627773,1580724,1625925,286810,711342,24450,,,,,7,9.5,0.15,,,,,,,,,,0.563,50
M6346,CULVERT,Major Culvert,Culvert Major,6/30/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/3/2016,450415,785805,794625,17420,326790,24450,,,,,5,6.5,0.45,,,,,,,,,,0.589,47
M6365,CULVERT,Major Culvert,Culvert Major,6/30/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/3/2016,674747,1250168,1271400,73790,522863,24450,,,,,8,6.5,0.5,,,,,,,,,,0.589,47
M6330,CULVERT,Major Culvert,Culvert Major,6/30/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/2/2016,685249,1246950,1246950,16160,545541,24450,,,,,3,17,0.15,,,,,,,,,,0.563,50
M6323,CULVERT,Major Culvert,Culvert Major,6/30/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/2/2016,1017340,1793065,1956000,82910,855750,24450,,,,,8,10,0.3,,,,,,,,,,0.563,50
M6398,KLIPKRAAL BRIDGE,Major Culvert,Culvert Major,6/30/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/2/2016,917933,1611888,1980450,196070,866447,24450,,,,,9,9,0,,,,,,,,,,0.563,50
M6394,CULVERT ,Major Culvert,Culvert Major,6/30/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/2/2016,701789,1176629,1210275,10760,497726,24450,,,,,4.5,11,0.15,,,,,,,,,,0.589,47
M6319,CULVERT,Major Culvert,Culvert Major,6/30/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/3/2016,751915,1331136,1369200,18260,599025,24450,,,,,7,8,0,,,,,,,,,,0.563,50
M6396,CULVERT,Major Culvert,Culvert Major,6/30/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/2/2016,1552063,2662273,2738400,60170,1126167,24450,,,,,14,8,0,,,,,,,,,,0.589,47
M6336,CULVERT,Major Culvert,Culvert Major,6/30/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/2/2016,1165572,1849098,2017125,22010,829543,24450,,,,,7.5,11,0.5,,,,,,,,,,0.589,47
M6395,CULVERT,Major Culvert,Culvert Major,6/30/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/3/2016,1700534,2995057,3080700,32360,1347806,24450,,,,,9,14,1,,,,,,,,,,0.563,50
M6371,CULVERT,Major Culvert,Culvert Major,6/30/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/3/2016,1401888,2502486,2530575,21560,1107127,24450,,,,,4.5,23,0.5,,,,,,,,,,0.563,50
M6327,CULVERT,Major Culvert,Culvert Major,6/30/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/3/2016,1771746,3090138,3178500,16160,1390594,24450,,,,,13,10,0.5,,,,,,,,,,0.563,50
M6389,SYFERFONTEIN RIVER,Major Culvert,Culvert Major,6/30/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/3/2016,628760,1136925,1136925,10760,497405,24450,,,,,3,15.5,0.2,,,,,,,,,,0.563,50
M6372,CULVERT,Major Culvert,Culvert Major,7/1/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/1/2016,1552384,2729808,3080700,180510,1347806,24450,,,,,12,10.5,1,,,,,,,,,,0.563,50
M6378,CULVERT,Major Culvert,Culvert Major,7/1/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/1/2016,742814,1247940,1283625,12920,527891,24450,,,,,5,10.5,0.15,,,,,,,,,,0.589,47
M6390,CULVERT,Major Culvert,Culvert Major,7/1/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/1/2016,1180053,2017198,2200500,19220,1001227,24450,,,,,6,15,0.3,,,,,,,,,,0.545,52
M6397,CULVERT,Major Culvert,Culvert Major,7/1/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/1/2016,1023516,1740860,1760400,12920,723964,24450,,,,,4,18,1,,,,,,,,,,0.589,47
M6374,CULVERT,Major Culvert,Culvert Major,7/1/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/2/2016,1110785,1885931,1907100,12020,784295,24450,,,,,6,13,0.15,,,,,,,,,,0.589,47
M6375,CULVERT,Major Culvert,Culvert Major,7/1/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/2/2016,1598356,2860650,2860650,10760,1251534,24450,,,,,6.5,18,1.5,,,,,,,,,,0.563,50
M6376,CULVERT,Major Culvert,Culvert Major,7/1/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/2/2016,605315,1293073,1369200,164860,599025,24450,,,,,8,7,0.15,,,,,,,,,,0.563,50
M6392,CULVERT,Major Culvert,Culvert Major,7/1/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/1/2016,546101,1069663,1100250,72790,481359,24450,,,,,5,9,0.5,,,,,,,,,,0.563,50
M6391,CULVERT,Major Culvert,Culvert Major,7/1/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/1/2016,968350,1711461,1760400,21875,770175,24450,,,,,8,9,1,,,,,,,,,,0.563,50
M6379,CULVERT,Major Culvert,Culvert Major,7/1/2016,,,GS: Gert Sibande District Municipality,6/30/2022,4/1/2016,676411,1227064,1240838,21560,542866,24450,,,,,3.5,14.5,0.3,,,,,,,,,,0.563,50
M6756,Furrow River Culvert,Major Culvert,Culvert Major,11/14/2016,,,EH: Ehlanzeni District Municipality,6/30/2022,11/8/2016,1,660150,880200,2277700,361982,24450,,,,,9,4,0,,,,,,,,,,0.589,47
2139,Acornhoek Rail Bridge,Bridge,Bridge,11/8/2016,,,EH: Ehlanzeni District Municipality,6/30/2022,11/8/2016,3009249,10410463,11893590,2747250,6137095,30100,30.87,12.8,1.43,,,,,,,,,,,,,1,0.484,54
M6701,Logies Farm Culvert,Major Culvert,Culvert Major,11/10/2016,,,EH: Ehlanzeni District Municipality,6/30/2022,11/10/2016,929376,1628370,1760400,107060,723964,24450,,,,,20,3.6,1.8,,,,,,,,,,0.589,47
M6243,Phola Bridge,Bridge,Bridge,11/10/2016,,,EH: Ehlanzeni District Municipality,6/30/2022,11/10/2016,41399209,42571281,44778880,245150,3134521,45140,80,12.4,8,,,,,,,,,,,,,1,0.93,7
M6357,Motlasedi River Culvert,Major Culvert,Culvert Major,11/8/2016,,,EH: Ehlanzeni District Municipality,6/30/2022,11/8/2016,276353,538220,660150,112310,271487,24450,,,,,6,4.5,0,,,,,,,,,,0.589,47
M6720,Croquet Lawn Culvert 1,Major Culvert,Culvert Major,11/9/2016,,,EH: Ehlanzeni District Municipality,6/30/2022,11/9/2016,1318421,2234328,2441088,118770,1003897,24450,,,,,19.2,5.2,2,,,,,,,,,,0.589,47
4099,Tswayasemutso River Bridge,Bridge,Bridge Cellular,11/8/2016,,,EH: Ehlanzeni District Municipality,6/30/2022,11/8/2016,7034747,7871706,10844060,108780,3700537,24450,,,,,19.8,22.4,0,,,,,,,,,,0.659,39
M6356,Tswafeng River,Major Culvert,Culvert Major,11/8/2016,,,EH: Ehlanzeni District Municipality,6/30/2022,11/8/2016,2407065,3797291,4176060,51590,1717405,24450,,,,,12.2,14,0.5,,,,,,,,,,0.589,47
M6753,Sesete River Bridge,Bridge,Bridge Cellular,11/8/2016,,,EH: Ehlanzeni District Municipality,6/30/2022,11/8/2016,2988206,5087610,7446737,1396060,3062470,24450,,,,,13.3,22.9,0.5,,,,,,,,,,0.589,47
M6754,Nwandlamuhari River Tributary,Major Culvert,Culvert Major,11/9/2016,,,EH: Ehlanzeni District Municipality,6/30/2022,11/9/2016,270808,541983,733500,161040,301652,24450,,,,,10,3,0,,,,,,,,,,0.589,47
M6755,Edinburgh Watercourse,Major Culvert,Culvert Major,11/8/2016,,,EH: Ehlanzeni District Municipality,6/30/2022,11/8/2016,1774207,2870808,3344760,195020,1375533,24450,,,,,14.4,9.5,0,,,,,,,,,,0.589,47
M6757,Okkerneutboom Culvert,Major Culvert,Culvert Major,11/8/2016,,,EH: Ehlanzeni District Municipality,6/30/2022,11/8/2016,1826369,2690832,3239625,80960,1332296,24450,,,,,10.6,12.5,0,,,,,,,,,,0.589,47
M6759,Cork Culvert 2,Major Culvert,Culvert Major,11/9/2016,,,EH: Ehlanzeni District Municipality,6/30/2022,11/9/2016,4457287,7274557,7724920,90760,3176873,29350,,,,,28,9.4,3,,,,,,,,,,0.589,47
M6760,Cork Culvert 1,Major Culvert,Culvert Major,11/9/2016,,,EH: Ehlanzeni District Municipality,6/30/2022,11/9/2016,2220981,3623679,4128138,209460,1697697,24450,,,,,18,9.38,2,,,,,,,,,,0.589,47
M6762,Ronaldsey Culvert 3,Major Culvert,Culvert Major,11/8/2016,,,EH: Ehlanzeni District Municipality,6/30/2022,11/8/2016,4407048,7414450,7804685,187960,3209676,24450,,,,,23.3,13.7,1.5,,,,,,,,,,0.589,47
M6763,Ronaldsey Culvert 2,Major Culvert,Culvert Major,11/9/2016,,,EH: Ehlanzeni District Municipality,6/30/2022,11/9/2016,3316114,5511788,6015923,225760,2474048,24450,,,,,18.5,13.3,0,,,,,,,,,,0.589,47
M6764,Ronaldsey Culvert 1,Major Culvert,Culvert Major,11/9/2016,,,EH: Ehlanzeni District Municipality,6/30/2022,11/9/2016,1122238,1927504,2182163,162510,897414,24450,,,,,10.5,8.5,1.5,,,,,,,,,,0.589,47
M6765,Lisbon River Culvert,Major Culvert,Culvert Major,11/8/2016,,,EH: Ehlanzeni District Municipality,6/30/2022,11/8/2016,1538488,2595803,2810528,116210,1155829,24450,,,,,20.9,5.5,2.5,,,,,,,,,,0.589,47
M6766,Ireagh Rail Bridge,Bridge,Bridge,11/9/2016,,,EH: Ehlanzeni District Municipality,6/30/2022,11/9/2016,9109406,13461733,14529660,334875,5085382,45140,26,12.38,8.4,,,,,,,,,,,,,1,0.65,35
M6752,Tenbosch Culvert,Major Culvert,Culvert Major,11/23/2016,,,EH: Ehlanzeni District Municipality,6/30/2022,11/23/2016,6122683,8734161,10611300,124720,4363897,24450,,,,,35,12.4,1.5,,,,,,,,,,0.589,47
M6751,Ngweti River Culvert,Major Culvert,Culvert Major,11/23/2016,,,EH: Ehlanzeni District Municipality,6/30/2022,11/23/2016,3040210,4353272,5303694,82340,2181144,24450,,,,,11.6,18.7,0.5,,,,,,,,,,0.589,47
M6749,Sommerreg River Bridge,Bridge,Bridge Cellular,11/21/2016,,,EH: Ehlanzeni District Municipality,6/30/2022,11/21/2016,6796310,10569441,11736000,113260,4826430,24450,,,,,20,24,1,,,,,,,,,,0.589,47
M6750,Sieraad River Culvert,Major Culvert,Culvert Major,11/22/2016,,,EH: Ehlanzeni District Municipality,6/30/2022,11/22/2016,3244529,4592461,5750640,141160,2364951,24450,,,,,12,19.6,1,,,,,,,,,,0.589,47
