Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,Section No.,Road No.,km,District Municipality,Magisterial District,Analysis Date,ACI  (Average Condition Index),PCI (Priority Condition Index)
3666,RAILWAY BRIDGE D466,Bridge,Bridge,7/17/2018,,,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,97.81,92.67
3668,CROCODILE RIVER,Bridge,Bridge,8/12/2019,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,92.25,74.23
3669,River Bridge,Bridge,Bridge,4/28/2014,,D2296,5.35,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,99.56,99.59
3684,Unknown,Bridge,Bridge,8/2/2018,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,86.7,78.8
3701,Bridge over Klip River,Bridge,Bridge,11/21/2012,,D38,,NK: Nkangala District Municipality,NK: Victor Khanye Local Municipality,6/30/2022,76.32,75.15
3702,Bronkhorstspruit river bridge,Bridge,Bridge,8/29/2013,,0,6.91,NK: Nkangala District Municipality,NK: Victor Khanye Local Municipality,6/30/2022,94.3,92.75
3721,3721,Bridge,Bridge,10/9/2018,,,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,90.35,92.12
3722,BELFAST RAILWAY BRIDGE,Bridge,Bridge,10/16/2017,,,,GS: Gert Sibande District Municipality,GS: Chief Albert Luthuli Local Municipality,6/30/2022,98.68,98.78
373,373,Bridge,Bridge,8/12/2019,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,95.61,96.02
3739,Chrigstad River Bridge,Bridge,Bridge,8/2/2018,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,84.65,91.21
3746,D954,Bridge,Bridge,8/6/2018,,,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,97.37,95.25
3753,3753,Bridge,Bridge,10/22/2019,,,,NK: Nkangala District Municipality,NK: Thembisile Local Municipality,6/30/2022,90.76,81.91
3754,Suidkaaprivier Bridge,Bridge,Bridge,11/21/2016,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,84.39,62.82
3755,Queen's River Tributary,Bridge,Bridge Cellular,11/21/2016,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,82.67,85.56
3759,Rooikrans,Bridge,Bridge Cellular,11/7/2016,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,73.47,64.83
3765,Potspruit,Bridge,Bridge Cellular,11/7/2016,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,73.58,72.96
3769,D456,Bridge,Bridge,8/8/2018,,,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,91.45,78.48
3771,Unknown,Bridge,Bridge,10/9/2018,,,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,80.7,87.61
3772,Unknown,Bridge,Bridge,10/9/2018,,,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,83.88,78.21
380,CROCODILE RIVER,Bridge,Bridge,8/13/2019,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,94.3,92.09
3806,Boesmanspruit River Bridge,Bridge,Bridge,11/21/2016,,,,GS: Gert Sibande District Municipality,GS: Chief Albert Luthuli Local Municipality,6/30/2022,75.22,67.85
3819,Unknown,Bridge,Bridge,7/20/2018,,,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,90.49,89.1
3820,R555/R547 Road over Road Bridge,Bridge,Bridge,11/17/2016,,,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,86.4,84.24
3821,ASSEGAI RIVER BRIDGE P130/1,Bridge,Bridge,11/4/2017,,,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,91.8,87.2
3825,SUKHUKHUNE JUNCTION CULVERT,Major Culvert,Culvert Major,10/15/2017,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,99.44,99.59
3826,HECTORSPRUIT RIVER BRIDGE,Bridge,Bridge,8/10/2019,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,92.66,82.02
3857,Unknown,Bridge,Bridge,10/11/2018,,,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,81.79,80.56
3859,Bridge on R97/2,Bridge,Bridge,10/25/2019,,,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,84.24,84.4
3861,BETHAL RAILWAY BRIDGE P52/3,Bridge,Bridge,8/8/2018,,,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,98.46,94.58
3908,Unknown,Bridge,Bridge,10/10/2018,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,85.31,84.04
3909,Unknown,Bridge,Bridge,10/10/2018,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,83.55,83.45
3910,Unknown,Bridge,Bridge,10/10/2018,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,82.34,84.65
3911,Unknown,Bridge,Bridge,10/10/2018,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,82.68,85.29
3917,Tipperary Spruit Bridge,Bridge,Bridge,11/23/2016,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,74.78,67.28
3918,Tipperary Spruit,Bridge,Bridge,11/12/2012,,D585,27.3,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,75,83.32
3919,TIPERARY SPRUIT,Bridge,Bridge,8/12/2019,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,94.08,93.18
3941,BONNIEBROOK RIVER BRIDGE,Bridge,Bridge,7/18/2018,,,,GS: Gert Sibande District Municipality,GS: Msukaligwa Local Municipality,6/30/2022,97.28,98.54
4007,GREYLINGSTAAD D308,Major Culvert,Culvert Major,8/6/2018,,,,GS: Gert Sibande District Municipality,GS: Dipaleseng Local Municipality,6/30/2022,89.17,67.19
406,Blyderivier Bridge,Bridge,Bridge,11/7/2016,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,80.37,54.58
4061,P48-3,Bridge,Bridge,7/16/2018,,,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,98.25,98.66
4068,Culvert on D2274,Major Culvert,Culvert Major,11/14/2015,,,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,93.33,89.16
4099,Tswayasemutso River Bridge,Bridge,Bridge Cellular,11/8/2016,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,72.59,68.09
4128,River Bridge,Bridge,Bridge,10/25/2019,,,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,80.16,79.09
4131,Unknown,Bridge,Bridge,7/20/2018,,,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,84.92,92.21
4150,R546,Bridge,Bridge,7/19/2018,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,100,100
4192,DAM BRIDGE,Bridge,Bridge,7/19/2018,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,96.05,96.04
4200,D500,Major Culvert,Culvert Major,7/19/2018,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,96.94,95.74
4205,4205,Bridge,Bridge,8/15/2019,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,98.72,99.47
4221,Bridge over Unknown river,Bridge,Bridge,5/2/2014,,D225,,GS: Gert Sibande District Municipality,GS: Chief Albert Luthuli Local Municipality,6/30/2022,99.12,99.47
4222,Bridge over Unknown River,Bridge,Bridge,5/2/2014,,D225,5.2,GS: Gert Sibande District Municipality,GS: Chief Albert Luthuli Local Municipality,6/30/2022,98.68,98.9
4223,Bridge over Unknown Bridge,Bridge,Bridge,5/2/2014,,D225,49.5,GS: Gert Sibande District Municipality,GS: Chief Albert Luthuli Local Municipality,6/30/2022,99.12,98.9
4227,Tee,Bridge,Bridge,10/25/2019,,,,GS: Gert Sibande District Municipality,GS: Chief Albert Luthuli Local Municipality,6/30/2022,82.24,69.27
4242,D1373,Bridge,Bridge,7/19/2018,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,95.39,92.07
4243,D1373,Bridge,Bridge,7/19/2018,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,94.57,92.03
4262,SABANA,Bridge,Bridge,11/8/2012,,D514,5.5,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,92.11,85.25
4275,4275,Bridge,Bridge,8/12/2019,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,94.96,93.19
4369,4369,Bridge,Bridge,9/18/2017,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,99.12,95.78
4370,4370,Major Culvert,Culvert Major,9/20/2017,,,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,100,100
4419,Winkelhak mines cattle creep,Major Culvert,Culvert Major,11/14/2016,,,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,83.89,85.7
4420,Trichardspruit Bridge,Bridge,Bridge,5/25/2014,,0,9.06,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,99.56,99.59
4421,Trichardspruit Bridge,Bridge,Bridge,11/14/2016,,,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,93.57,91.68
4437,4437,Bridge,Bridge,8/11/2019,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,89.25,90.24
4438,D686 EMALAHLENI LOCAL MUNICIPALITY,Bridge,Bridge,11/6/2017,,,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,93.86,67.19
4454,Unknown,Major Culvert,Culvert Major,7/19/2018,,,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,96.81,95.06
4465,P185-1,Bridge,Bridge,7/19/2018,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,95.11,97.22
4467,Old Railway Bridge,Bridge,Bridge,10/25/2019,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,89.89,89.8
4471,4471,Bridge,Bridge,8/10/2019,,,,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,94.29,86
4506,Unknown,Bridge,Bridge,7/19/2018,,,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,86.84,83.59
4507,Rail Bridge,Bridge,Bridge,11/15/2012,,P10/3,4,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,86.29,84.46
4508,Unknown,Bridge,Bridge,7/19/2018,,,,NK: Nkangala District Municipality,NK: Victor Khanye Local Municipality,6/30/2022,92.98,89.71
4509,Koffiespruit Bridge,Bridge,Bridge,10/25/2019,,,,NK: Nkangala District Municipality,NK: Victor Khanye Local Municipality,6/30/2022,95.49,89.55
4510,HEYSHOP DAM BRIDGE,Bridge,Bridge,7/17/2018,,,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,95.18,92.74
4525,Unknown,Bridge,Bridge,10/11/2018,,,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,91.23,91.06
4568,Unknown,Bridge,Bridge,10/11/2018,,,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,90.57,85.34
4569,Blesbokvlakte Railway Bridge,Bridge,Bridge,11/17/2016,,,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,94.08,90.81
4591,Krokodil River Bridge,Bridge,Bridge,8/3/2018,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,90.39,92.72
4592,Lunsklip River Bridge,Bridge,Bridge,8/3/2018,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,89.67,96.68
4594,Elandspruit Bridge,Bridge,Bridge,8/3/2018,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,96.74,97.95
4595,Badfonteinhoop Culvert,Major Culvert,Culvert Major,8/3/2018,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,97.22,97.97
4596,Unknown,Bridge,Bridge Cellular,8/3/2018,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,95.17,97.24
4622B,Wildebeesfontein Railway Bridge,Bridge,Bridge,11/14/2016,,,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,92.54,91.5
4658B,Railway Bridge,Bridge,Bridge,8/27/2013,,P29/1,2.89,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,99.56,99.19
4661,D637,Major Culvert,Culvert Major,8/8/2018,,,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,100,100
4670,Mkhizeville Canal Bridge,Bridge,Bridge,12/31/2013,,0,22,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,98.91,98.94
4703,Leeuspruit River Bridge,Bridge,Bridge,10/25/2019,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,82.57,67.87
4704,Greylingstad Entrance Bridge,Bridge,Bridge,1/27/2017,,,,GS: Gert Sibande District Municipality,GS: Dipaleseng Local Municipality,6/30/2022,91.89,91.77
4705,D308,Bridge,Bridge,8/6/2018,,,,GS: Gert Sibande District Municipality,GS: Dipaleseng Local Municipality,6/30/2022,100,100
4707,DRY RIVER BRIDGE,Bridge,Bridge,8/11/2019,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,86.41,71.01
4708,BRIDGE,Bridge,Bridge,9/27/2015,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,97.83,98.86
4712,Bridge over Rail,Bridge,Bridge,2/24/2005,,D2144,10.4,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,97.81,98.46
4714,Lisbon River Bridge,Bridge,Bridge,7/31/2018,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,92.66,91.6
4743,Mine Access Road Bridge,Bridge,Bridge,10/25/2019,,,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,82.88,90.25
4745,Unknown,Bridge,Bridge,7/20/2018,,,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,91.67,93.19
4857,TUTUKA POWER STATION D1941,Bridge,Bridge,8/7/2018,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,97.55,93.8
4859,Unknown,Bridge,Bridge,10/10/2018,,,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,85.6,88.93
4937,Unknown,Bridge,Bridge,8/2/2018,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,87.23,92.83
495,Bridge,Bridge,Bridge,10/24/2019,,,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,89.86,80.18
4958,P96-1,Bridge,Bridge,7/19/2018,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,99.56,99.59
4959,LEEWSKRAAL BRIDGE,Bridge,Bridge,8/19/2018,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,98.9,97.47
4995,D823,Major Culvert,Culvert Major,8/8/2018,,,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,99.17,97.24
5027,D1725 STEVE TSHWETE LOCAL MUNICIPALITY,Bridge,Bridge,10/13/2017,,,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,95.38,92.73
504,MOOIFONTEIN RIVER BRIDGE,Bridge,Bridge,9/10/2017,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,96.27,96.96
5048,Kleinspruit Bridge,Bridge,Bridge,10/25/2019,,,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,84.98,90.14
5056,LEANDRA BRIDGE P5-1,Bridge,Bridge,8/6/2018,,,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,98.37,98.9
5058,Mine Access Road Bridge,Bridge,Bridge,10/25/2019,,,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,74.05,83.36
5060,P53/2 GS:LEKWA LOCAL MUNICIPALITY,Bridge,Bridge,10/13/2017,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,100,100
5066,Industrial Access Bridge,Bridge,Bridge,10/25/2019,,,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,82.61,93.44
50C,Moses River Tributary 2,Bridge,Bridge,11/16/2016,,,,NK: Nkangala District Municipality,NK: Thembisile Local Municipality,6/30/2022,91.74,85.08
50D,Moses River Bridge,Bridge,Bridge,11/16/2016,,,,NK: Nkangala District Municipality,NK: Thembisile Local Municipality,6/30/2022,93.93,85.39
5130,MAJUBA D2514,Major Culvert,Culvert Major,7/16/2018,,,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,98.61,96.78
5131,MAJUBA POWER STATION,Major Culvert,Culvert Major,7/16/2018,,,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,100,100
5132,MAJUBA POWER STATION D2514,Major Culvert,Culvert Major,7/16/2018,,,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,97.22,97.97
5277,D1006,Bridge,Bridge Cellular,7/17/2018,,,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,100,100
534,Wilge river bridge,Bridge,Bridge,8/26/2013,,0,1.4,NK: Nkangala District Municipality,NK: Victor Khanye Local Municipality,6/30/2022,90.64,82.68
5340,P154/2 EMALAHLENI LOCAL MUNICIPALITY,Bridge,Bridge,11/6/2017,,,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,98.03,94.65
5441,5441 on P17/7 (R40) Whiteriver Bound,Bridge,Bridge,11/7/2012,,P17/7 (R40),,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,89.91,84.37
5466,QUEENS RIVER BRIDGE,Bridge,Bridge,9/27/2015,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,100,100
5476,D979-1,Bridge,Bridge,12/30/2013,,D979,0,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,100,100
5482,Bosmanskop Railway Bridge,Bridge,Bridge,11/17/2016,,,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,86.62,83.84
5484,ELANDS RIVER BRIDGE  D2911,Bridge,Bridge,11/7/2017,,,,NK: Nkangala District Municipality,NK: Dr JS Moroka Local Municipality,6/30/2022,95.39,86.46
5496,5496 on D2296,Major Culvert,Culvert Major,11/9/2012,,D2296,23.5,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,90,91.23
550,Ghobosh,Bridge,Bridge,10/24/2019,,,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,78.12,73.98
5503,D823 RAILBRIDGE,Bridge,Bridge,8/8/2018,,,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,100,100
552,Blyderivier Bridge,Bridge,Bridge Cellular,11/7/2016,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,77.14,58.23
558,D917 EMAKHANZENI LOCAL MUNICIPALITY,Major Culvert,Culvert Major,10/16/2017,,,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,87.22,77.09
5601,Inchanka Dam,Bridge,Bridge,7/31/2018,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,95.94,94.84
5604,5604,Bridge,Bridge Cellular,8/15/2019,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,98.86,98.94
564,Blyderivier Culvert,Major Culvert,Culvert Major,11/7/2016,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,75.28,58.18
584,ZAALKLAP RIVER BRIDGE P154/2,Bridge,Bridge,11/6/2017,,,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,98.03,94.78
591,Tweelingspruit,Bridge,Bridge,1/24/2017,,,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,79.93,81.37
593,Duprespruit Culvert,Major Culvert,Culvert Major,11/23/2016,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,78.61,33.37
610,Wilge river bridge,Bridge,Bridge,8/29/2013,,D1390,0,NK: Nkangala District Municipality,NK: Victor Khanye Local Municipality,6/30/2022,83.92,83.35
6132,Bridge on D4381 Saringwa River Bridge,Bridge,Bridge,11/9/2016,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,87.28,5.61
63,Paul Kruger Bridge,Bridge,Bridge,3/15/2016,,,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,97.92,96.96
651,Bridge over River,Bridge,Bridge,4/26/2014,,P10/2,8.1,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,98.25,99.03
659,659,Bridge,Bridge,10/22/2019,,,,NK: Nkangala District Municipality,NK: Thembisile Local Municipality,6/30/2022,91.45,60.16
664,LUNSKLIPSPRUIT RIVER CULVERT,Major Culvert,Culvert Major,10/15/2017,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,100,100
665,DORPSPRUIT RIVER BRIDGE,Bridge,Bridge,10/16/2017,,,,NK: Nkangala District Municipality,NK: Thembisile Local Municipality,6/30/2022,95.83,84.12
666,Red Acres Bridge,Bridge,Bridge,11/11/2016,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,68.64,10.68
6667,Wilger River,Bridge,Bridge,1/23/2017,,,,NK: Nkangala District Municipality,NK: Victor Khanye Local Municipality,6/30/2022,87.06,58.15
67,Lithole,Bridge,Bridge,10/24/2019,,,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,85.23,76.73
673,LEEUFONTEIN RIVER BRIDGE,Bridge,Bridge,5/31/2014,,D1361,1.1,NK: Nkangala District Municipality,NK: Thembisile Local Municipality,6/30/2022,98.25,98.8
699,P154/4 DELMAS LOCAL MUNICIPALITY,Major Culvert,Culvert Major,11/5/2017,,,,NK: Nkangala District Municipality,NK: Victor Khanye Local Municipality,6/30/2022,88.89,84.79
706,706,Major Culvert,Culvert Major,10/3/2019,,,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,86.67,70.19
711,R104  P154/4 STEVE TSHWETE,Major Culvert,Culvert Major,11/5/2017,,,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,100,100
714,D117 LEKWA LOCAL MUNICIPALITY,Bridge,Bridge,9/18/2017,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,97.83,89.02
716,P154/4 STEVE TSHWETE,Bridge,Bridge,11/5/2017,,,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,86.4,76.21
720,P62/1 EMAKHAZENI LOCAL MUNICIPALITY,Bridge,Bridge,10/16/2017,,,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,89.04,69.18
733,MOSELEY BRIDGE,Bridge,Bridge - Arch,8/11/2019,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,96.71,90.81
736,Railway Bridge,Bridge,Bridge,10/24/2019,,,,GS: Gert Sibande District Municipality,GS: Dipaleseng Local Municipality,6/30/2022,86.93,78.16
757,LUNGSKLIP,Bridge,Bridge,10/4/2019,,,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,96.05,92.5
758,WIT RIVER BRIDGE D466,Bridge,Bridge,11/4/2017,,,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,94.74,83.13
762,STOFF BERG,Bridge,Bridge,10/4/2019,,,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,92.18,62.31
763,Watervalrivier,Bridge,Bridge,11/15/2016,,,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,89.25,83.36
77 - Joubertbrug,Joubertbrug,Bridge,Bridge,8/2/2018,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,95.61,95.84
770,LEEUSPRUIT RIVER BRIDGE,Bridge,Bridge,9/10/2017,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,93.2,92.71
78,Bridge 78,Bridge,Bridge,8/17/2013,,P8/1,0,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,92.39,84.9
798,P154/4  STEVE TSHWETE LOCAL MUNICIPALITY,Bridge,Bridge,11/5/2017,,,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,91.01,86.6
82,Klippoortjiespruit,Bridge,Bridge Cellular,11/17/2016,,,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,88.89,52.22
871,D1103 MSUKALIGWA,Bridge,Bridge,9/11/2017,,,,GS: Gert Sibande District Municipality,GS: Msukaligwa Local Municipality,6/30/2022,93.64,78.89
880,Golane River,Bridge,Bridge,10/24/2019,,,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,93.06,90.82
884,884,Bridge,Bridge,9/18/2017,,,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,96.71,92.42
89W,Vaalrivier,Bridge,Bridge,1/24/2017,,,,GS: Gert Sibande District Municipality,GS: Msukaligwa Local Municipality,6/30/2022,83.55,75.01
903,Wildebeespruit,Bridge,Bridge,11/15/2016,,,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,89.47,84.83
904,CRYSTAL STREAM,Bridge,Bridge,8/10/2019,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,87.77,78
919,Riet Spruit Bridge,Bridge,Bridge,10/24/2019,,,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,85.05,60.15
922,922,Bridge,Bridge,9/18/2017,,,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,98.68,96.55
